time
6180
6492
6673
7634
8764
10001
10679
11672
12899
13925
14737
16240
16952
18048
19082
20199
21075
22000
22996
24184
25222
26183
27349
28285
29291
30393
31427
32442
33570
34692
35871
36768
37616
38732
39917
40849
41856
42770
43828
44891
46048
47409
48434
52007
53409
54005
54702
55759
56484
57055
57670
57990
62393
64562
66707
83541
83573
83620
83645
94085
96560
98059
101042
106067
108460
109358
110108
111038
113426
125360
125432
125447
125466
125482
125514
125529
125545
125560
125587
125602
125617
125639
125656
127040
128402
173049
175188
177201
179925
182040
184165
186373
191195
204524
210491
215896
217964
218003
218227
219442
220036
220701
221702
222429
223288
224156
225134
229152
247705
269050
272846
275303
277375
279887
283674
286860
290437
293059
296764
299151
302690
305987
307720
307734
307762
307785
307793
314253
318099
320533
322304
323470
326301
327272
330179
331255
331896
333146
333824
334499
335308
336573
337611
338418
339582
339723
339792
340613
341142
342016
343092
344011
344416
345410
346753
347250
348353
349879
350571
351363
352625
353068
354157
355400
356496
357658
358670
360200
360704
362009
362833
364047
365105
365975
366891
367979
368749
373446
386921
394160
395425
396568
397676
398465
399507
400664
401908
403317
405268
406194
407388
408181
408762
409373
410528
411808
412328
413670
414787
415949
417295
418456
419472
420462
421811
422547
423926
424799
424855
424864
424912
424960
429696
432070
435338
437623
441531
444566
445329
446078
447118
448248
450003
450744
452368
454023
456019
457176
458699
459367
460779
462043
463195
464185
465492
483404
502235
503558
506924
509482
511701
514727
517949
520662
523259
525848
529380
531868
535426
538385
541220
544098
546184
547354
547385
547409
547439
547464
547563
548721
549815
550954
551890
555939
560186
565607
570068
576807
581294
588191
592183
595613
599826
604295
608255
611732
612699
612806
616711
620694
625159
631028
636053
641227
644858
651823
657408
664088
667221
671111
673422
673452
673482
675074
683861
684555
688294
696717
702269
703497
704571
705996
707212
708569
709868
711072
712775
713972
714013
714031
714071
714088
714128
714172
714194
733833
733841
733880
733909
733931
752112
752150
752189
752197
752235
753520
755839
758010
759676
761729
764339
765876
768004
770860
772375
775117
789336
798074
798103
798132
805614
858522
858546
858564
858572
858601
858619
859976
860447
860677
860979
861518
862585
863627
864734
865709
866677
867747
869566
871027
872679
873777
874594
875745
877090
878354
880106
881474
883122
884201
885778
886616
887808
889058
890007
891287
892389
892974
894322
895747
897257
898195
899768
901142
902160
904371
906118
907185
908373
909753
910548
914169
918624
918979
919384
920001
934840
968383
969151
969644
969668
969699
969722
980643
980666
980685
980704
1005357
1008418
1012952
1015235
1016585
1017583
1019869
1022028
1025569
1027148
1028743
1029411
1029795
1030488
1031193
1032166
1032908
1033617
1034317
1035128
1035562
1036239
1036898
1037798
1038700
1039478
1040220
1040784
1041994
1042592
1043291
1043949
1044740
1045457
1046135
1047138
1047825
1048301
1049511
1050493
1050813
1051048
1051361
1053053
1053412
1054017
1054875
1056081
1057319
1058715
1060046
1060604
1061627
1062680
1063525
1064617
1065721
1066805
1067684
1068597
1069675
1070809
1071820
1072803
1073958
1075321
1076510
1077512
1078439
1079491
1080808
1081443
1085488
1091563
1092088
1093087
1093586
1094284
1094852
1095810
1096357
1097067
1097769
1098393
1098875
1100183
1100876
1101558
1102330
1103179
1104129
1104882
1105605
1106401
1107748
1108977
1109756
1110628
1112757
1118629
1119251
1119834
1119852
1119884
1119917
1119936
1119978
1120001
1127879
1127928
1127973
1152606
1159508
1163179
1168217
1171374
1175324
1177830
1180591
1180614
1180649
1181479
1203070
1203118
1227005
1227920
1227949
1227972
1227994
1230186
1235021
1239945
1244903
1249057
1255162
1259048
1261003
1265006
1266647
1268187
1269084
1270557
1271732
1272294
1273099
1274394
1275732
1277575
1279147
1281237
1283177
1284937
1286561
1289247
1290610
1290624
1290665
1290719
1291993
1294155
1295598
1297393
1303128
1312713
1318038
1325481
1333323
1342883
1348085
1351309
1352878
1354917
1355942
1357592
1361464
1366350
1371044
1375018
1380060
1384889
1388504
1393783
1401046
1404700
1408300
1409151
1410716
1412445
1413961
1415445
1416336
1418757
1419518
1419539
1419567
1419591
1419612
1419660
1419684
1419706
1420219
1421145
1422384
1423652
1424876
1426008
1427106
1428037
1429786
1430843
1432081
1433174
1434083
1435140
1435805
1436616
1437668
1438476
1439444
1441006
1442019
1442045
1442084
1442109
1442670
1443411
1444135
1444958
1445792
1446599
1447400
1448333
1449358
1450380
1451018
1451655
1452324
1453212
1453958
1454749
1455587
1456254
1456919
1457253
1457293
1457308
1457338
1457366
1457394
1457440
1457460
1458584
1461289
1462205
1464124
1466668
1468720
1470617
1471706
1473439
1475873
1477638
1479472
1479625
1479662
1479698
1479716
1479750
1479785
1479803
1479944
1480579
1481048
1482235
1482943
1483755
1484744
1485338
1486328
1487312
1488405
1489099
1489701
1490705
1491334
1491899
1493080
1494013
1494969
1495686
1496505
1497449
1497778
1497802
1497825
1497861
1497880
1497919
1497959
1497978
1498016
1498034
1498072
1498090
1500045
1500081
1500097
1500141
1500191
1500214
1500248
1511089
1511098
1511146
1531368
1531420
1531952
1533535
1534800
1535898
1536577
1537526
1538700
1540089
1541400
1542926
1545077
1546320
1548570
1549762
1550773
1552011
1552029
1552056
1554265
1558058
1562898
1566778
1570336
1571899
1573775
1574781
1574797
1574833
1574868
1574906
1577021
1578220
1579927
1581933
1583534
1584955
1586352
1588211
1589590
1591420
1593233
1595155
1596039
1598027
1600088
1601731
1604226
1606836
1609532
1612188
1612549
1612561
1612574
1612590
1612614
1612632
1612657
1612673
1612702
1612719
1612749
1612768
1612801
1614278
1616441
1619244
1621667
1624032
1625916
1627718
1629665
1630916
1634251
1637222
1639619
1641729
1643250
1644609
1644625
1644663
1644693
1644728
1646131
1648626
1650496
1652670
1655078
1656984
1659339
1661023
1663195
1665280
1668151
1670276
1672906
1672921
1672946
1672964
1672993
1673018
1679677
1704808
1715264
1716615
1717501
1718227
1718756
1719816
1720666
1721670
1722276
1722721
1723418
1724152
1725098
1725688
1726287
1727022
1727852
1728680
1729797
1730681
1731469
1732252
1732883
1733634
1733769
1733809
1733827
1733848
1733866
1733891
1733911
1733929
1733947
1733977
1733994
1734012
1734033
1734050
1736765
1737663
1737690
1737728
1737747
1737781
1737808
1739013
1740173
1742208
1743968
1744817
1746606
1748166
1749746
1752362
1754885
1756788
1760696
1762316
1764031
1765086
1768171
1769713
1772258
1775056
1777264
1779603
1781289
1783880
1785795
1788342
1795758
1825411
1836619
1838567
1840417
1842218
1843473
1845854
1847261
1848863
1850855
1852308
1853619
1855469
1856362
1856931
1858781
1859662
1859968
1860922
1861708
1862200
1862567
1863066
1864001
1864667
1865455
1865946
1866453
1867219
1868420
1869049
1869732
1870048
1870862
1871413
1872361
1873878
1874704
1875466
1876000
1876694
1877514
1878134
1878684
1879699
1880376
1880978
1883169
1883718
1884228
1884910
1885208
1885773
1887163
1888109
1889307
1890590
1891658
1892967
1893911
1894967
1896003
1897185
1897970
1899222
1900378
1901627
1902769
1903980
1904823
1905796
1907079
1908019
1909079
1910354
1911513
1912539
1914120
1915050
1916404
1917400
1919047
1920339
1921803
1922474
1922815
1923508
1925089
1932332
1937644
1943959
1949434
1955067
1959847
1960980
1961873
1961979
1962004
1962028
1962060
1962086
1962108
1962341
1964519
1966180
1968271
1970028
1971446
1974514
1976466
1979035
1980973
1981288
1981320
1981341
1981357
1981382
1981400
1981429
1981447
1981464
1981503
1981520
1981559
1983013
1985051
1986928
1989851
1992091
1995267
1996934
1998552
