time,h,lat,lon,sat,3,7,4,135,131,d
4669588,5626.100100,50.422688,7.728290,12.000000,22,953,27,43,952,0.00
4670891,5628.399900,50.422745,7.728273,12.000000,23,955,26,44,956,5.00
4672920,5630.800300,50.422817,7.728258,12.000000,23,953,27,43,952,0.00
4674215,5633.100100,50.422886,7.728244,12.000000,23,955,27,44,953,0.00
4676079,5635.399900,50.422958,7.728230,12.000000,23,953,27,43,954,0.00
4677518,5637.600100,50.423016,7.728216,12.000000,23,953,26,43,953,0.00
4678064,5640.200200,50.423073,7.728202,12.000000,21,956,27,43,956,0.00
4678908,5642.700200,50.423138,7.728188,12.000000,21,956,26,45,953,6.00
4679635,5647.800300,50.423267,7.728155,12.000000,22,952,28,43,952,9.00
4680235,5650.399900,50.423332,7.728142,12.000000,23,953,27,44,952,0.00
4681153,5652.800300,50.423397,7.728134,12.000000,23,955,29,42,954,0.00
4682364,5655.100100,50.423454,7.728129,12.000000,21,955,27,44,953,0.00
4682918,5657.200200,50.423504,7.728123,12.000000,23,954,27,42,956,0.00
4683377,5659.300300,50.423561,7.728116,12.000000,23,952,27,43,954,0.00
4683887,5661.300300,50.423607,7.728107,12.000000,22,953,28,44,952,0.00
4684649,5663.200200,50.423656,7.728098,12.000000,23,956,27,43,956,0.00
4685558,5665.300300,50.423706,7.728086,12.000000,23,956,26,44,956,0.00
4686155,5665.300300,50.423706,7.728086,12.000000,23,955,29,43,956,0.00
4686849,5671.700200,50.423828,7.728035,12.000000,23,953,27,43,953,0.00
4687768,5674.000000,50.423870,7.728010,12.000000,22,956,27,43,956,0.00
4688446,5676.500000,50.423916,7.727980,12.000000,23,953,28,42,955,5.00
4689626,5679.100100,50.423958,7.727944,12.000000,23,952,27,44,953,0.00
4690182,5681.800300,50.424015,7.727905,12.000000,22,954,26,43,953,0.00
4691244,5684.700200,50.424057,7.727867,12.000000,21,957,27,43,954,0.00
4692479,5687.800300,50.424114,7.727828,12.000000,21,955,27,42,954,2.00
4693434,5691.100100,50.424160,7.727789,12.000000,25,908,29,90,930,453.00
4694410,5694.100100,50.424217,7.727750,12.000000,21,956,28,42,954,10.00
4695429,5700.600100,50.424339,7.727663,12.000000,23,956,28,43,953,0.00
4695895,5703.300300,50.424404,7.727623,12.000000,23,954,27,41,956,0.00
4697261,5706.399900,50.424461,7.727587,12.000000,22,954,28,42,955,0.00
4698076,5709.100100,50.424526,7.727549,12.000000,21,953,27,43,953,0.00
4699380,5711.700200,50.424595,7.727516,12.000000,23,954,27,42,954,0.00
4700383,5713.700200,50.424660,7.727481,12.000000,23,952,28,43,953,0.00
4701442,5715.800300,50.424725,7.727448,12.000000,23,953,27,42,955,0.00
4702268,5717.500000,50.424797,7.727419,12.000000,23,956,27,43,956,0.00
4702939,5719.600100,50.424862,7.727394,12.000000,22,956,28,43,955,0.00
4702991,5719.600100,50.424862,7.727394,12.000000,23,953,27,43,953,7.00
4703219,5726.100100,50.425049,7.727323,12.000000,21,952,28,42,953,1.00
4704422,5728.300300,50.425106,7.727296,12.000000,23,953,28,42,953,0.00
4705466,5730.600100,50.425163,7.727274,12.000000,22,953,28,42,953,0.00
4706502,5733.200200,50.425220,7.727254,12.000000,25,952,27,42,954,12.00
4707548,5735.500000,50.425278,7.727237,12.000000,24,953,28,43,952,9.00
4709132,5738.000000,50.425316,7.727217,12.000000,22,954,27,43,953,41.00
4709611,5740.600100,50.425365,7.727187,12.000000,22,953,26,41,955,0.00
4710648,5743.700200,50.425415,7.727154,12.000000,22,956,26,42,957,0.00
4711856,5746.899900,50.425465,7.727117,12.000000,23,954,27,44,954,2.00
4713077,5753.899900,50.425560,7.727046,12.000000,23,953,28,42,953,0.00
4715803,5757.500000,50.425610,7.727008,12.000000,23,955,27,43,955,0.00
4715993,5761.100100,50.425652,7.726962,12.000000,23,955,27,43,954,0.00
4718426,5764.300300,50.425701,7.726913,12.000000,23,952,28,42,953,2.00
4720861,5767.399900,50.425739,7.726861,12.000000,25,908,29,91,927,450.00
4722445,5770.100100,50.425797,7.726808,12.000000,25,909,29,92,928,452.00
4724247,5772.600100,50.425846,7.726757,12.000000,22,953,26,40,954,0.00
4724928,5775.000000,50.425903,7.726705,12.000000,22,956,26,41,956,2.00
4725783,5777.200200,50.425953,7.726649,12.000000,22,956,26,42,954,0.00
4726395,5781.300300,50.426060,7.726533,12.000000,23,952,27,42,952,0.00
4727053,5783.300300,50.426113,7.726479,12.000000,23,953,26,43,953,0.00
4727903,5785.000000,50.426170,7.726423,12.000000,23,954,27,42,953,0.00
4728823,5787.000000,50.426235,7.726369,12.000000,22,953,27,43,953,0.00
4729544,5789.100100,50.426292,7.726317,12.000000,24,954,28,43,952,0.00
4730336,5791.300300,50.426357,7.726264,12.000000,22,954,26,43,955,0.00
4731148,5793.700200,50.426426,7.726213,12.000000,22,957,27,43,955,1.00
4731519,5796.100100,50.426491,7.726163,12.000000,22,957,25,42,957,0.00
4732371,5798.800300,50.426556,7.726118,12.000000,24,955,27,43,953,0.00
4733667,5804.500000,50.426693,7.726044,12.000000,23,955,26,44,953,0.00
4734621,5807.800300,50.426750,7.726007,12.000000,23,954,27,42,954,0.00
4735712,5811.300300,50.426815,7.725967,12.000000,23,953,27,43,953,8.00
4737425,5814.700200,50.426880,7.725932,12.000000,21,954,27,43,953,0.00
4738198,5818.200200,50.426937,7.725903,12.000000,23,952,28,42,954,10.00
4739152,5821.300300,50.427010,7.725880,12.000000,23,953,27,43,953,0.00
4740330,5824.500000,50.427067,7.725862,12.000000,21,955,28,42,953,0.00
4741216,5827.800300,50.427124,7.725844,12.000000,22,956,26,42,957,16.00
4742264,5830.700200,50.427174,7.725823,12.000000,22,954,27,42,956,7.00
4743225,5833.500000,50.427231,7.725792,12.000000,24,954,27,42,955,0.00
4744848,5838.399900,50.427326,7.725733,12.000000,22,952,26,42,952,2.00
4745928,5840.800300,50.427376,7.725708,12.000000,23,953,27,43,953,0.00
4747331,5843.000000,50.427433,7.725687,12.000000,23,953,28,42,953,0.00
4748382,5845.200200,50.427483,7.725661,12.000000,23,956,26,43,953,2.00
4749362,5847.200200,50.427532,7.725632,12.000000,23,953,27,41,954,0.00
4750130,5849.500000,50.427589,7.725594,12.000000,27,908,30,91,928,451.00
4751800,5851.700200,50.427635,7.725556,12.000000,24,908,29,91,927,451.00
4752660,5854.100100,50.427700,7.725523,12.000000,22,955,27,42,955,0.00
4753401,5856.100100,50.427757,7.725487,12.000000,22,955,27,43,956,9.00
4754799,5861.100100,50.427891,7.725398,12.000000,23,954,29,43,955,0.00
4756075,5863.700200,50.427956,7.725339,12.000000,23,955,27,42,953,0.00
4756917,5866.800300,50.428013,7.725277,12.000000,23,952,27,41,953,0.00
4758216,5869.700200,50.428078,7.725220,12.000000,23,953,27,43,953,0.00
4759262,5873.000000,50.428143,7.725166,12.000000,23,954,27,42,954,0.00
4759789,5876.100100,50.428207,7.725115,12.000000,21,954,27,41,953,0.00
4761221,5879.200200,50.428272,7.725061,12.000000,22,954,26,42,953,0.00
4762334,5882.399900,50.428337,7.724999,12.000000,22,956,26,41,956,0.00
4763246,5885.399900,50.428402,7.724930,12.000000,24,956,28,42,956,0.00
4764606,5891.600100,50.428532,7.724786,12.000000,22,953,27,42,953,7.00
4765860,5894.500000,50.428589,7.724713,12.000000,24,956,27,42,954,0.00
4766740,5897.000000,50.428654,7.724644,12.000000,23,955,26,42,955,0.00
4768120,5899.300300,50.428719,7.724569,12.000000,23,953,27,42,953,0.00
4769044,5901.600100,50.428783,7.724494,12.000000,23,954,26,42,956,0.00
4770070,5903.899900,50.428841,7.724417,12.000000,22,952,27,43,952,8.00
4771477,5905.700200,50.428898,7.724343,12.000000,22,954,26,43,953,13.00
4772444,5907.600100,50.428955,7.724271,12.000000,23,955,27,41,956,1.00
4773804,5909.300300,50.429012,7.724203,12.000000,23,953,27,40,953,7.00
4774419,5913.399900,50.429127,7.724056,12.000000,23,955,26,42,954,0.00
4775856,5915.300300,50.429184,7.723986,12.000000,22,952,27,41,953,0.00
4777597,5917.600100,50.429241,7.723917,12.000000,23,954,27,42,952,4.00
4779516,5920.100100,50.429287,7.723852,12.000000,22,955,27,42,955,0.00
4782717,5922.600100,50.429344,7.723794,12.000000,24,953,27,42,953,0.00
4783994,5925.300300,50.429401,7.723743,12.000000,22,952,27,41,954,0.00
4784697,5928.000000,50.429459,7.723699,12.000000,23,953,26,42,953,0.00
4786687,5931.000000,50.429523,7.723654,12.000000,21,957,26,41,956,0.00
4792714,5934.399900,50.429581,7.723606,12.000000,23,952,26,43,953,0.00
4800258,5940.200200,50.429680,7.723514,12.000000,23,955,26,41,953,8.00
4806420,5942.500000,50.429745,7.723476,12.000000,23,956,28,42,953,0.00
4810667,5945.100100,50.429802,7.723441,12.000000,25,909,29,93,929,452.00
4812034,5947.800300,50.429859,7.723407,12.000000,25,908,28,93,928,451.00
4814489,5950.200200,50.429916,7.723373,12.000000,22,954,27,40,952,0.00
4818973,5952.399900,50.429974,7.723341,12.000000,23,953,26,42,955,0.00
4821908,5954.500000,50.430019,7.723302,12.000000,21,957,25,41,957,0.00
4826846,5956.500000,50.430069,7.723263,12.000000,22,956,26,40,957,0.00
4827847,5956.500000,50.430069,7.723263,12.000000,22,953,27,42,953,0.00
4828870,5963.399900,50.430225,7.723145,12.000000,21,953,26,42,954,0.00
4829841,5965.899900,50.430264,7.723099,12.000000,21,953,27,42,954,7.00
4830703,5968.700200,50.430321,7.723046,12.000000,23,952,27,42,953,0.00
4831911,5971.200200,50.430363,7.722987,12.000000,23,953,26,42,953,0.00
4832748,5974.200200,50.430420,7.722931,12.000000,22,954,28,42,952,0.00
4833479,5977.600100,50.430470,7.722872,12.000000,22,953,26,42,953,0.00
4834230,5981.100100,50.430527,7.722812,12.000000,22,956,27,42,957,0.00
4835194,5984.600100,50.430576,7.722749,12.000000,22,956,26,41,957,0.00
4835967,5984.600100,50.430576,7.722749,12.000000,23,953,26,41,953,0.00
4836721,5994.000000,50.430729,7.722521,12.000000,22,954,26,41,955,0.00
4840639,5996.700200,50.430786,7.722440,12.000000,22,954,27,41,956,23.00
4843774,5999.200200,50.430859,7.722363,12.000000,23,952,27,43,955,25.00
4845578,6001.899900,50.430916,7.722290,12.000000,23,953,27,42,953,4.00
4845615,6004.200200,50.430981,7.722220,12.000000,22,953,27,42,953,15.00
4845634,6006.200200,50.431046,7.722147,12.000000,23,953,26,41,954,0.00
4845653,6008.600100,50.431110,7.722069,12.000000,21,957,26,41,957,0.00
4845696,6010.399900,50.431175,7.721995,12.000000,22,955,27,40,954,0.00
4845740,6014.899900,50.431297,7.721851,12.000000,25,908,28,94,928,451.00
4846537,6017.200200,50.431362,7.721781,12.000000,22,953,26,41,955,0.00
4851548,6019.600100,50.431412,7.721707,12.000000,22,954,26,42,954,0.00
4857373,6021.899900,50.431469,7.721634,12.000000,22,955,27,41,953,0.00
4861923,6024.300300,50.431519,7.721559,12.000000,22,954,26,40,956,0.00
4865862,6026.899900,50.431568,7.721487,12.000000,22,953,26,40,954,0.00
4869344,6029.800300,50.431625,7.721421,12.000000,23,954,26,42,953,0.00
4871412,6032.700200,50.431675,7.721365,12.000000,22,955,26,41,956,0.00
4878486,6035.899900,50.431728,7.721314,12.000000,23,952,25,41,954,21.00
4884174,6042.600100,50.431828,7.721210,12.000000,23,954,27,42,955,0.00
4885921,6046.100100,50.431870,7.721154,12.000000,23,954,25,41,954,0.00
4890616,6049.600100,50.431927,7.721101,12.000000,21,954,26,41,955,0.00
4894108,6053.500000,50.431957,7.721052,12.000000,21,954,26,41,953,3.00
4896630,6057.399900,50.432014,7.721007,12.000000,22,953,27,40,953,0.00
4899358,6061.200200,50.432056,7.720966,12.000000,23,956,27,41,954,0.00
4901148,6064.500000,50.432095,7.720920,12.000000,22,954,25,40,956,3.00
4901870,6067.500000,50.432137,7.720867,12.000000,23,956,26,40,956,0.00
4903218,6070.200200,50.432171,7.720812,12.000000,22,956,25,42,953,0.00
4905233,6075.000000,50.432251,7.720702,12.000000,23,955,26,41,953,0.00
4906058,6077.300300,50.432285,7.720642,12.000000,22,955,27,42,955,0.00
4906118,6079.800300,50.432316,7.720577,12.000000,22,952,27,40,953,0.00
4906141,6082.300300,50.432358,7.720507,12.000000,24,954,25,41,956,0.00
4906167,6084.800300,50.432388,7.720431,12.000000,22,953,26,41,954,0.00
4906202,6087.700200,50.432438,7.720358,12.000000,24,953,26,41,952,0.00
4906221,6090.700200,50.432480,7.720287,12.000000,23,953,27,42,954,0.00
4906260,6093.600100,50.432537,7.720218,12.000000,23,956,26,41,956,0.00
4908005,6096.300300,50.432583,7.720145,12.000000,22,954,27,41,954,0.00
4921906,6102.000000,50.432716,7.720009,12.000000,22,952,26,40,952,0.00
4934733,6105.000000,50.432774,7.719946,12.000000,23,953,26,42,953,1.00
4949066,6107.700200,50.432838,7.719884,12.000000,22,954,26,41,953,0.00
4956954,6111.300300,50.432903,7.719819,12.000000,27,908,28,94,929,450.00
4956989,6114.500000,50.432961,7.719757,12.000000,24,910,28,93,927,452.00
4957014,6117.300300,50.433025,7.719701,12.000000,25,909,29,92,927,450.00
4957049,6119.899900,50.433098,7.719648,12.000000,21,957,26,40,956,4.00
4957074,6122.500000,50.433163,7.719597,12.000000,22,957,26,40,957,0.00
5017205,6124.899900,50.433228,7.719546,12.000000,23,952,25,41,955,5.00
5067056,6129.399900,50.433357,7.719453,12.000000,21,956,27,42,953,0.00
5067096,6131.700200,50.433422,7.719410,12.000000,23,953,27,42,954,4.00
5067122,6133.500000,50.433487,7.719363,12.000000,22,954,27,40,953,0.00
5067157,6135.600100,50.433544,7.719317,12.000000,22,952,25,41,955,6.00
5067172,6137.700200,50.433601,7.719274,12.000000,22,955,27,43,953,0.00
5067207,6140.000000,50.433659,7.719233,12.000000,24,954,28,42,953,16.00
5067223,6142.200200,50.433716,7.719196,12.000000,21,957,25,41,958,0.00
5067261,6144.600100,50.433773,7.719155,12.000000,21,956,25,41,957,0.00
5070720,6146.800300,50.433823,7.719111,12.000000,22,953,26,41,955,0.00
5071472,6152.399900,50.433937,7.719030,12.000000,23,954,25,41,955,0.00
5072248,6155.700200,50.433983,7.718983,12.000000,22,955,26,41,954,0.00
5073093,6159.100100,50.434040,7.718932,12.000000,22,953,27,40,953,5.00
5073832,6162.700200,50.434097,7.718873,12.000000,23,952,26,42,954,0.00
5075001,6166.399900,50.434147,7.718814,12.000000,23,953,26,42,953,15.00
5075665,6170.300300,50.434204,7.718750,12.000000,21,953,26,41,952,0.00
5076620,6174.100100,50.434269,7.718687,12.000000,22,956,26,41,955,0.00
5077658,6177.000000,50.434334,7.718623,12.000000,22,956,27,41,956,0.00
5078489,6180.399900,50.434399,7.718558,12.000000,23,953,26,41,953,0.00
5079916,6749.500000,50.449902,7.706221,12.000000,22,953,26,39,957,0.00
5080508,6754.899900,50.450031,7.706018,12.000000,24,952,27,39,954,3.00
5081938,6757.600100,50.450089,7.705918,12.000000,23,954,27,39,954,0.00
5082934,6760.200200,50.450153,7.705818,12.000000,21,954,26,40,952,23.00
5083939,6763.000000,50.450218,7.705715,12.000000,22,953,26,41,953,3.00
5084938,6766.100100,50.450302,7.705605,12.000000,22,953,25,40,954,2.00
5086140,6768.800300,50.450367,7.705494,12.000000,23,954,26,41,953,0.00
5087155,6771.600100,50.450447,7.705391,12.000000,24,954,25,41,956,0.00
5088278,6774.300300,50.450512,7.705289,12.000000,22,956,26,40,956,0.00
5089482,6777.000000,50.450584,7.705188,12.000000,23,956,25,41,953,0.00
5090671,6782.000000,50.450741,7.704971,12.000000,23,954,26,40,955,6.00
5091658,6784.700200,50.450806,7.704870,12.000000,23,954,27,42,954,1.00
5093008,6787.600100,50.450886,7.704771,12.000000,22,953,27,41,953,0.00
5094135,6789.800300,50.450970,7.704683,12.000000,22,955,27,41,952,20.00
5094840,6792.399900,50.451035,7.704602,12.000000,22,955,26,40,955,0.00
5096232,6795.200200,50.451115,7.704521,12.000000,23,953,26,40,953,0.00
5096851,6798.100100,50.451187,7.704439,12.000000,22,955,26,40,953,0.00
5098047,6800.600100,50.451260,7.704360,12.000000,21,957,26,39,958,0.00
5099206,6803.300300,50.451328,7.704279,12.000000,21,956,27,40,953,11.00
5100673,6808.100100,50.451481,7.704138,12.000000,23,954,25,39,952,9.00
5101713,6810.800300,50.451538,7.704073,12.000000,24,912,27,97,927,447.00
5103130,6813.800300,50.451595,7.704005,12.000000,22,956,26,39,953,0.00
5105057,6817.100100,50.451653,7.703927,12.000000,21,956,24,38,956,0.00
5107842,6820.600100,50.451717,7.703841,12.000000,21,954,26,36,957,0.00
5109553,6824.100100,50.451782,7.703750,12.000000,22,952,25,37,954,0.00
5110839,6827.700200,50.451839,7.703658,12.000000,22,955,26,39,953,0.00
5112719,6831.500000,50.451897,7.703568,12.000000,22,956,25,38,956,0.00
5115248,6835.000000,50.451954,7.703472,12.000000,22,954,24,37,952,1.00
5118948,6842.200200,50.452042,7.703246,12.000000,21,956,26,38,954,42.00
5124266,6845.500000,50.452084,7.703127,12.000000,22,952,25,39,954,0.00
5126491,6848.500000,50.452133,7.703008,12.000000,22,954,24,38,953,0.00
5127399,6851.899900,50.452171,7.702889,12.000000,22,954,25,38,956,0.00
5127816,6855.000000,50.452221,7.702768,12.000000,22,953,25,38,954,0.00
5127843,6858.100100,50.452271,7.702644,12.000000,21,954,25,39,953,0.00
5127881,6860.500000,50.452320,7.702518,12.000000,20,955,25,37,956,5.00
5127906,6862.399900,50.452370,7.702387,12.000000,21,957,24,37,957,7.00
5128583,6865.399900,50.452435,7.702254,12.000000,23,956,25,38,957,0.00
5130554,6870.399900,50.452557,7.701997,12.000000,21,953,26,36,953,0.00
5131683,6872.600100,50.452614,7.701875,12.000000,22,954,25,38,954,14.00
5132152,6875.200200,50.452660,7.701749,12.000000,20,954,26,37,953,0.00
5132900,6877.500000,50.452724,7.701630,12.000000,21,954,25,38,954,0.00
5133432,6879.800300,50.452801,7.701509,12.000000,21,954,25,38,955,16.00
5134185,6882.300300,50.452873,7.701391,12.000000,21,954,27,39,953,0.00
5134735,6884.399900,50.452953,7.701279,12.000000,21,956,25,38,956,0.00
5136432,6887.600100,50.453018,7.701167,12.000000,20,957,25,37,957,0.00
5137565,6887.600100,50.453018,7.701167,12.000000,23,953,25,38,953,0.00
5138140,6895.500000,50.453239,7.700842,12.000000,24,910,29,96,927,449.00
5138743,6898.500000,50.453312,7.700742,12.000000,21,952,24,37,952,0.00
5139234,6901.700200,50.453384,7.700646,12.000000,21,953,24,38,953,0.00
5139838,6904.100100,50.453468,7.700562,12.000000,22,954,26,36,954,0.00
5140207,6907.500000,50.453541,7.700475,12.000000,20,956,24,37,956,6.00
5140622,6911.200200,50.453606,7.700384,12.000000,21,953,25,37,954,12.00
5141274,6915.200200,50.453671,7.700289,12.000000,20,957,24,36,957,88.00
5141880,6919.200200,50.453743,7.700197,12.000000,21,956,25,37,957,0.00
5142257,6919.200200,50.453743,7.700197,12.000000,21,953,25,38,953,0.00
5142801,6931.500000,50.453945,7.699959,12.000000,22,954,26,38,956,0.00
5143445,6935.300300,50.454014,7.699882,12.000000,21,953,24,36,953,0.00
5143960,6938.500000,50.454067,7.699802,12.000000,22,953,25,36,954,2.00
5144734,6941.500000,50.454124,7.699726,12.000000,21,953,23,37,956,0.00
5145303,6944.399900,50.454189,7.699652,12.000000,22,952,25,37,953,0.00
5146373,6947.200200,50.454247,7.699579,12.000000,21,955,24,37,956,0.00
5147012,6949.700200,50.454296,7.699500,12.000000,21,956,25,37,956,1.00
5148407,6952.200200,50.454353,7.699417,12.000000,20,957,25,37,957,0.00
5149215,6952.200200,50.454353,7.699417,12.000000,20,954,23,38,954,0.00
5150565,6959.000000,50.454517,7.699139,12.000000,22,956,25,38,954,1.00
5151864,6961.700200,50.454567,7.699044,12.000000,21,953,24,37,954,3.00
5153435,6964.300300,50.454624,7.698944,12.000000,22,953,24,37,953,0.00
5154148,6967.200200,50.454678,7.698843,12.000000,21,954,25,37,954,0.00
5155199,6970.200200,50.454746,7.698734,12.000000,20,955,24,38,953,0.00
5155824,6973.399900,50.454811,7.698627,12.000000,20,955,24,36,956,0.00
5157236,6977.000000,50.454876,7.698518,12.000000,20,957,24,36,957,1.00
5158040,6980.700200,50.454964,7.698421,12.000000,21,957,24,36,957,0.00
5159522,6980.700200,50.454964,7.698421,12.000000,22,954,25,36,956,0.00
5160569,6991.700200,50.455200,7.698169,12.000000,20,955,25,37,954,0.00
5163805,6995.100100,50.455273,7.698090,12.000000,24,911,26,95,927,449.00
5164152,6998.500000,50.455357,7.698013,12.000000,21,953,24,35,953,0.00
5164175,7001.800300,50.455429,7.697943,12.000000,22,953,25,37,953,1.00
5164569,7004.700200,50.455524,7.697877,12.000000,21,955,25,36,953,0.00
5165605,7007.500000,50.455608,7.697814,12.000000,21,953,24,36,956,0.00
5166645,7010.100100,50.455688,7.697744,12.000000,20,956,24,37,956,0.00
5167837,7012.300300,50.455776,7.697675,12.000000,20,957,24,37,956,5.00
5169045,7012.300300,50.455776,7.697675,12.000000,22,955,24,36,956,27.00
5172427,7019.500000,50.456039,7.697443,12.000000,20,953,25,38,954,1.00
5174894,7022.200200,50.456120,7.697365,12.000000,22,952,24,36,952,0.00
5178453,7025.000000,50.456211,7.697289,12.000000,21,953,24,37,956,19.00
5182337,7027.800300,50.456291,7.697204,12.000000,22,953,24,36,954,0.00
5185580,7030.600100,50.456379,7.697113,12.000000,21,954,24,38,953,4.00
5188490,7033.500000,50.456470,7.697019,12.000000,22,952,25,36,953,11.00
5188574,7036.800300,50.456543,7.696923,12.000000,21,957,23,35,957,0.00
5188601,7039.800300,50.456615,7.696830,12.000000,21,953,24,35,955,15.00
5188649,7046.000000,50.456764,7.696658,12.000000,20,955,25,36,954,0.00
5188683,7049.600100,50.456821,7.696567,12.000000,21,954,23,36,952,0.00
5188710,7053.100100,50.456875,7.696475,12.000000,20,952,24,36,953,0.00
5188796,7056.300300,50.456932,7.696388,12.000000,20,955,24,37,954,0.00
5203458,7059.200200,50.456997,7.696304,12.000000,20,954,24,36,953,0.00
5207482,7062.100100,50.457054,7.696221,12.000000,21,954,24,36,953,0.00
5209542,7064.700200,50.457111,7.696138,12.000000,19,954,24,36,954,0.00
5210504,7067.200200,50.457169,7.696057,12.000000,20,957,23,35,957,0.00
5211635,7069.300300,50.457226,7.695976,12.000000,21,953,25,36,954,1.00
5212708,7073.300300,50.457348,7.695799,12.000000,21,955,25,37,953,0.00
5225523,7075.500000,50.457405,7.695708,12.000000,24,911,26,96,930,450.00
5228741,7077.600100,50.457470,7.695617,12.000000,24,910,25,95,930,448.00
5232696,7079.700200,50.457527,7.695525,12.000000,20,953,23,36,953,0.00
5286752,7082.200200,50.457607,7.695435,12.000000,21,953,23,36,954,17.00
5289128,7084.800300,50.457676,7.695344,12.000000,19,956,24,35,955,0.00
5296307,7087.700200,50.457764,7.695259,12.000000,20,955,22,34,956,0.00
5299105,7090.899900,50.457836,7.695178,12.000000,19,957,23,35,958,0.00
5300546,7093.800300,50.457920,7.695104,12.000000,20,954,23,36,955,0.00
5301994,7100.600100,50.458080,7.694952,12.000000,22,954,22,37,955,0.00
5302501,7103.700200,50.458164,7.694872,12.000000,21,952,25,35,955,0.00
5302747,7106.100100,50.458260,7.694790,12.000000,20,953,23,36,954,0.00
5302951,7108.600100,50.458359,7.694706,12.000000,20,954,22,35,956,0.00
5303267,7110.800300,50.458439,7.694629,12.000000,20,957,24,36,954,0.00
5303475,7113.399900,50.458530,7.694555,12.000000,21,953,23,36,953,0.00
5303856,7115.700200,50.458618,7.694481,12.000000,21,953,24,36,953,0.00
5304169,7118.000000,50.458706,7.694404,12.000000,20,956,24,36,956,0.00
5304641,7120.200200,50.458797,7.694326,12.000000,21,956,24,36,953,0.00
5304979,7125.000000,50.458977,7.694171,12.000000,20,954,22,36,953,1.00
5305231,7127.300300,50.459072,7.694105,12.000000,21,955,24,36,952,5.00
5305515,7130.000000,50.459148,7.694042,12.000000,22,954,23,36,953,0.00
5305771,7133.000000,50.459236,7.693979,12.000000,21,952,24,35,955,0.00
5306084,7136.200200,50.459309,7.693908,12.000000,21,953,23,35,953,0.00
5306381,7139.300300,50.459393,7.693831,12.000000,21,954,23,36,953,0.00
5306640,7142.600100,50.459465,7.693752,12.000000,21,953,24,34,953,7.00
5306732,7145.899900,50.459530,7.693672,12.000000,20,957,24,35,958,0.00
5307077,7149.100100,50.459595,7.693591,12.000000,20,955,23,35,954,1.00
5307352,7154.800300,50.459740,7.693426,12.000000,21,956,23,36,954,12.00
5307757,7157.800300,50.459805,7.693332,12.000000,19,952,24,34,953,0.00
5308048,7161.000000,50.459881,7.693238,12.000000,20,953,23,35,954,0.00
5308349,7164.000000,50.459946,7.693150,12.000000,19,955,23,35,954,1.00
5308576,7167.300300,50.460003,7.693066,12.000000,18,956,23,35,956,0.00
5308823,7170.700200,50.460068,7.692988,12.000000,20,954,23,35,954,0.00
5309130,7174.200200,50.460133,7.692915,12.000000,21,952,23,34,954,0.00
5309467,7177.700200,50.460205,7.692847,12.000000,23,912,24,94,931,450.00
5309816,7181.200200,50.460278,7.692782,12.000000,21,954,23,35,953,0.00
5310077,7187.700200,50.460442,7.692663,12.000000,21,954,23,34,956,0.00
5310249,7190.600100,50.460529,7.692603,12.000000,20,954,23,35,956,0.00
5310592,7193.899900,50.460613,7.692541,12.000000,20,953,23,35,955,0.00
5310862,7197.300300,50.460701,7.692474,12.000000,20,955,24,35,953,0.00
5311209,7200.600100,50.460800,7.692408,12.000000,19,955,22,34,954,0.00
5311558,7203.700200,50.460888,7.692340,12.000000,19,954,23,34,954,0.00
5311717,7207.300300,50.460979,7.692267,12.000000,19,956,23,35,954,0.00
5312140,7210.300300,50.461075,7.692194,12.000000,20,956,22,34,957,0.00
5312436,7213.000000,50.461166,7.692117,12.000000,21,955,23,34,954,0.00
5312862,7218.200200,50.461353,7.691962,12.000000,20,955,24,34,956,0.00
5313336,7220.700200,50.461449,7.691882,12.000000,20,953,24,35,954,1.00
5313620,7223.399900,50.461540,7.691807,12.000000,20,953,23,34,952,0.00
5313888,7225.899900,50.461628,7.691739,12.000000,20,954,23,34,955,0.00
5314246,7228.899900,50.461712,7.691676,12.000000,20,953,23,33,954,0.00
5315168,7439.300300,50.467300,7.686420,12.000000,19,953,22,34,954,0.00
5315612,7439.300300,50.467300,7.686420,12.000000,19,953,22,34,954,0.00
5316056,7442.500000,50.467373,7.686352,12.000000,19,954,21,34,955,0.00
5316392,7446.200200,50.467442,7.686285,12.000000,20,954,22,35,954,0.00
5316874,7449.399900,50.467506,7.686216,12.000000,19,956,23,34,957,1.00
5318074,7452.500000,50.467571,7.686141,12.000000,19,953,22,33,953,2.00
5319467,7458.000000,50.467701,7.685999,12.000000,19,953,23,34,953,0.00
5320647,7460.800300,50.467773,7.685941,12.000000,19,956,23,35,953,7.00
5321704,7463.800300,50.467838,7.685888,12.000000,19,955,24,34,953,0.00
5322784,7467.000000,50.467918,7.685840,12.000000,20,952,21,35,953,0.00
5323737,7469.899900,50.467995,7.685788,12.000000,20,953,23,34,953,0.00
5324826,7472.800300,50.468082,7.685728,12.000000,19,953,23,33,954,0.00
5325731,7475.899900,50.468174,7.685661,12.000000,20,953,22,35,954,0.00
5326941,7478.800300,50.468254,7.685596,12.000000,20,956,23,34,956,0.00
5328156,7482.200200,50.468349,7.685534,12.000000,20,954,21,34,954,0.00
5329330,7488.500000,50.468529,7.685395,12.000000,20,954,23,33,952,0.00
5330521,7491.500000,50.468613,7.685306,12.000000,20,956,21,34,955,0.00
5332838,7494.600100,50.468693,7.685214,12.000000,20,953,21,34,952,0.00
5340036,7497.899900,50.468773,7.685126,12.000000,19,956,22,33,955,0.00
